"Time of installation";"Operation type";"Package type";"Package name";"Package version";"Package publisher";"Package program";"Device name"
"06.03.2020 09:12:06";"uninstallation";"program";"Tableau 2019.2 (20192.19.0518.0639) Essbase Driver";"19.2.154";"Tableau Software";"Tableau 2019.2 (20192.19.0518.0639) Essbase Driver";"NYC-TEMP-L025"
"06.03.2020 09:12:06";"uninstallation";"program";"Tableau 2019.2 (20192.19.0718.1543)";"19.2.189";"Tableau Software";"Tableau 2019.2 (20192.19.0718.1543)";"NYC-TEMP-L025"
"06.03.2020 09:12:06";"uninstallation";"program";"Tableau 2019.2 (20192.19.0518.0639) Oracle Driver";"19.2.154";"Tableau Software";"Tableau 2019.2 (20192.19.0518.0639) Oracle Driver";"NYC-TEMP-L025"
"06.03.2020 09:12:06";"installation";"program";"MySQL Connector/ODBC 8.0";"8.0.17";"Oracle Corporation";"MySQL Connector/ODBC 8.0";"NYC-TEMP-L025"
"06.03.2020 09:12:06";"installation";"program";"Tableau 2019.4 (20194.20.0125.0835)";"19.4.465";"Tableau Software";"Tableau 2019.4 (20194.20.0125.0835)";"NYC-TEMP-L025"
"06.03.2020 09:12:06";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-TEMP-L025"
"06.03.2020 09:12:06";"installation";"program";"Tableau 2019.4 (20194.19.1010.1202) Oracle Driver";"19.4.190";"Tableau Software";"Tableau 2019.4 (20194.19.1010.1202) Oracle Driver";"NYC-TEMP-L025"
"06.03.2020 09:12:06";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-TEMP-L025"
"06.03.2020 09:12:06";"installation";"program";"Tableau 2019.4 (20194.19.1010.1202) Essbase Driver";"19.4.190";"Tableau Software";"Tableau 2019.4 (20194.19.1010.1202) Essbase Driver";"NYC-TEMP-L025"
"06.03.2020 09:12:06";"installation";"program";"SnowflakeODBCDriver64Bit";"2.20.4";"Snowflake Computing";"SnowflakeODBCDriver64Bit";"NYC-TEMP-L025"
"06.03.2020 09:09:43";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-PEQG-L833"
"06.03.2020 09:09:43";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L833"
"06.03.2020 09:09:43";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L833"
"06.03.2020 09:09:43";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20058)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-PEQG-L833"
"06.03.2020 09:09:43";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L833"
"06.03.2020 09:09:43";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-PEQG-L833"
"06.03.2020 09:09:43";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-PEQG-L833"
"06.03.2020 09:09:43";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-PEQG-L833"
"06.03.2020 09:09:43";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-PEQG-L833"
"06.03.2020 09:08:47";"uninstallation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"NYC-PEQG-L919"
"06.03.2020 09:08:47";"uninstallation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20368";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"NYC-PEQG-L919"
"06.03.2020 09:08:47";"uninstallation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"NYC-PEQG-L919"
"06.03.2020 09:08:47";"uninstallation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"NYC-PEQG-L919"
"06.03.2020 09:08:47";"installation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20512";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"NYC-PEQG-L919"
"06.03.2020 09:08:47";"installation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"NYC-PEQG-L919"
"06.03.2020 09:08:47";"installation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"NYC-PEQG-L919"
"06.03.2020 09:08:47";"installation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"NYC-PEQG-L919"
"06.03.2020 09:06:43";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-TACT-L153"
"06.03.2020 09:06:43";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-TACT-L153"
"06.03.2020 09:06:43";"uninstallation";"program";"Adobe Acrobat DC";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-TACT-L153"
"06.03.2020 09:06:43";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-TACT-L153"
"06.03.2020 09:06:43";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-TACT-L153"
"06.03.2020 09:06:43";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-TACT-L153"
"06.03.2020 09:05:55";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L822"
"06.03.2020 09:05:55";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L822"
"06.03.2020 09:05:55";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L822"
"06.03.2020 09:05:55";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20058)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L822"
"06.03.2020 09:05:55";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L822"
"06.03.2020 09:05:55";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-REAL-L822"
"06.03.2020 09:05:55";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-REAL-L822"
"06.03.2020 09:05:55";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-REAL-L822"
"06.03.2020 09:05:55";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-REAL-L822"
"06.03.2020 09:05:50";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-GSO-L366"
"06.03.2020 09:05:50";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-GSO-L366"
"06.03.2020 09:05:50";"uninstallation";"program";"Adobe Acrobat DC";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-GSO-L366"
"06.03.2020 09:05:50";"uninstallation";"program";"Google Chrome";"78.0.3904.108";"Google LLC";"Google Chrome";"NYC-GSO-L366"
"06.03.2020 09:05:50";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-GSO-L366"
"06.03.2020 09:05:50";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-GSO-L366"
"06.03.2020 09:03:28";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-BISG-L072"
"06.03.2020 09:03:28";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-BISG-L072"
"06.03.2020 09:03:28";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-BISG-L072"
"06.03.2020 09:03:28";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-BISG-L072"
"06.03.2020 09:02:22";"installation";"update";"KB4534318";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L773"
"06.03.2020 09:02:22";"uninstallation";"update";"KB4534276";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L773"
"06.03.2020 09:02:00";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-FING-L372"
"06.03.2020 09:02:00";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-FING-L372"
"06.03.2020 09:02:00";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-FING-L372"
"06.03.2020 09:02:00";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-FING-L372"
"06.03.2020 09:00:28";"uninstallation";"program";"Ivanti Environment Manager Configuration 'UWM_Global_Production' 10.1.19.0";"10.1.19.0";"Ivanti";"Ivanti Environment Manager Configuration 'UWM_Global_Production' 10.1.19.0";"NYC-MEET-L392"
"06.03.2020 09:00:28";"installation";"program";"Ivanti Environment Manager Configuration 'UWM_Global_Production' 10.1.23.0";"10.1.23.0";"Ivanti";"Ivanti Environment Manager Configuration 'UWM_Global_Production' 10.1.23.0";"NYC-MEET-L392"
"06.03.2020 09:00:05";"uninstallation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"NYC-FING-L593"
"06.03.2020 09:00:05";"uninstallation";"program";"Office 16 Click-to-Run Extensibility Component 64-bit Registration";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component 64-bit Registration";"NYC-FING-L593"
"06.03.2020 09:00:05";"uninstallation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"NYC-FING-L593"
"06.03.2020 09:00:05";"uninstallation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20368";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"NYC-FING-L593"
"06.03.2020 09:00:05";"uninstallation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"NYC-FING-L593"
"06.03.2020 09:00:05";"installation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20512";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"NYC-FING-L593"
"06.03.2020 09:00:05";"installation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"NYC-FING-L593"
"06.03.2020 09:00:05";"installation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"NYC-FING-L593"
"06.03.2020 09:00:05";"installation";"program";"Office 16 Click-to-Run Extensibility Component 64-bit Registration";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component 64-bit Registration";"NYC-FING-L593"
"06.03.2020 09:00:05";"installation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"NYC-FING-L593"
"06.03.2020 08:59:22";"installation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-BISG-L048"
"06.03.2020 08:59:22";"uninstallation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.021.20047";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-BISG-L048"
"06.03.2020 08:59:22";"uninstallation";"program";"Google Update Helper";"1.3.35.301";"Google LLC";"Google Update Helper";"NYC-BISG-L048"
"06.03.2020 08:59:22";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-BISG-L048"
"06.03.2020 08:59:22";"uninstallation";"program";"Adobe Acrobat Reader DC";"19.021.20047";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-BISG-L048"
"06.03.2020 08:59:22";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-BISG-L048"
"06.03.2020 08:59:22";"installation";"program";"Adobe Acrobat Reader DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-BISG-L048"
"06.03.2020 08:59:22";"installation";"program";"Google Update Helper";"1.3.35.341";"Google LLC";"Google Update Helper";"NYC-BISG-L048"
"06.03.2020 08:58:58";"uninstallation";"program";"Canon Inkjet Print Utility";"2.8.0.1";"Canon Inc.";"Canon Inkjet Print Utility";"NYC-FING-L355"
"06.03.2020 08:58:58";"installation";"program";"Canon Inkjet Print Utility";"2.9.0.1";"Canon Inc.";"Canon Inkjet Print Utility";"NYC-FING-L355"
"06.03.2020 08:56:03";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-BISG-L027"
"06.03.2020 08:56:03";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-BISG-L027"
"06.03.2020 08:56:03";"uninstallation";"program";"Google Update Helper";"1.3.35.301";"Google LLC";"Google Update Helper";"NYC-BISG-L027"
"06.03.2020 08:56:03";"uninstallation";"program";"Adobe Acrobat DC";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-BISG-L027"
"06.03.2020 08:56:03";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-BISG-L027"
"06.03.2020 08:56:03";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-BISG-L027"
"06.03.2020 08:56:03";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-BISG-L027"
"06.03.2020 08:56:03";"installation";"program";"Google Update Helper";"1.3.35.341";"Google LLC";"Google Update Helper";"NYC-BISG-L027"
"06.03.2020 08:55:55";"installation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"CAM-CLAR-L029"
"06.03.2020 08:55:55";"uninstallation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.010.20098";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"CAM-CLAR-L029"
"06.03.2020 08:55:55";"uninstallation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20368";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"CAM-CLAR-L029"
"06.03.2020 08:55:55";"uninstallation";"program";"Google Chrome";"73.0.3683.86";"Google LLC";"Google Chrome";"CAM-CLAR-L029"
"06.03.2020 08:55:55";"uninstallation";"program";"Google Update Helper";"1.3.33.23";"Google Inc.";"Google Update Helper";"CAM-CLAR-L029"
"06.03.2020 08:55:55";"uninstallation";"program";"Adobe Acrobat Reader DC";"19.010.20098";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"CAM-CLAR-L029"
"06.03.2020 08:55:55";"installation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20512";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"CAM-CLAR-L029"
"06.03.2020 08:55:55";"installation";"program";"Adobe Acrobat Reader DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"CAM-CLAR-L029"
"06.03.2020 08:55:55";"installation";"program";"Google Update Helper";"1.3.35.341";"Google LLC";"Google Update Helper";"CAM-CLAR-L029"
"06.03.2020 08:55:55";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"CAM-CLAR-L029"
"06.03.2020 08:51:51";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L413"
"06.03.2020 08:51:51";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L413"
"06.03.2020 08:51:51";"uninstallation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20438";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"NYC-FING-L413"
"06.03.2020 08:51:51";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-FING-L413"
"06.03.2020 08:51:51";"uninstallation";"program";"Adobe Acrobat DC";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L413"
"06.03.2020 08:51:51";"uninstallation";"program";"Google Update Helper";"1.3.35.301";"Google LLC";"Google Update Helper";"NYC-FING-L413"
"06.03.2020 08:51:51";"installation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20512";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"NYC-FING-L413"
"06.03.2020 08:51:51";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-FING-L413"
"06.03.2020 08:51:51";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L413"
"06.03.2020 08:51:51";"installation";"program";"Google Update Helper";"1.3.35.341";"Google LLC";"Google Update Helper";"NYC-FING-L413"
"06.03.2020 08:50:38";"uninstallation";"program";"OneNote";"16001.12430.20120.0";"Microsoft Corporation";"OneNote";"NYC-BAAM-L126"
"06.03.2020 08:50:38";"installation";"program";"OneNote";"16001.12527.20128.0";"Microsoft Corporation";"OneNote";"NYC-BAAM-L126"
"06.03.2020 08:48:30";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-INFR-L061"
"06.03.2020 08:48:30";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.010.20069";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-INFR-L061"
"06.03.2020 08:48:30";"uninstallation";"program";"Adobe Acrobat DC";"19.010.20069";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-INFR-L061"
"06.03.2020 08:48:30";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-INFR-L061"
"06.03.2020 08:48:10";"installation";"update";"KB4470502";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:48:10";"installation";"update";"KB4512577";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:48:10";"installation";"update";"KB4480979";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:48:10";"installation";"update";"KB4521862";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:48:10";"installation";"update";"KB4516115";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:48:10";"installation";"update";"KB4470788";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:48:10";"installation";"update";"KB4480056";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:48:10";"installation";"update";"KB4519569";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:48:10";"installation";"update";"KB4494174";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:48:10";"installation";"update";"KB4512937";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:48:10";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:48:10";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:46:25";"uninstallation";"program";"GoToMeeting 10.8.0.16786";"10.8.0.16786";"LogMeIn, Inc.";"GoToMeeting 10.8.0.16786";"NYC-BAAM-W028"
"06.03.2020 08:46:25";"installation";"program";"GoToMeeting 10.9.0.17052";"10.9.0.17052";"LogMeIn, Inc.";"GoToMeeting 10.9.0.17052";"NYC-BAAM-W028"
"06.03.2020 08:45:45";"installation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"KB4470502";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"KB4512577";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"KB4480979";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"KB4521862";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"KB4516115";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"KB4470788";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"KB4480056";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"KB4519569";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"KB4494174";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"KB4512937";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.021.20047";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"program";"Adobe Acrobat Reader DC";"19.021.20047";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-GSO-L347"
"06.03.2020 08:45:45";"uninstallation";"program";"Google Update Helper";"1.3.35.421";"Google LLC";"Google Update Helper";"NYC-GSO-L347"
"06.03.2020 08:45:45";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-GSO-L347"
"06.03.2020 08:45:45";"installation";"program";"Adobe Acrobat Reader DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-GSO-L347"
"06.03.2020 08:45:45";"installation";"program";"Google Update Helper";"1.3.35.441";"Google LLC";"Google Update Helper";"NYC-GSO-L347"
"06.03.2020 08:43:26";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L662"
"06.03.2020 08:43:26";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L662"
"06.03.2020 08:43:26";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-REAL-L662"
"06.03.2020 08:43:26";"uninstallation";"program";"Adobe Acrobat DC";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L662"
"06.03.2020 08:43:26";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-REAL-L662"
"06.03.2020 08:43:26";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L662"
"06.03.2020 08:42:18";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L400"
"06.03.2020 08:42:18";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L400"
"06.03.2020 08:42:18";"uninstallation";"program";"Google Update Helper";"1.3.35.301";"Google LLC";"Google Update Helper";"NYC-FING-L400"
"06.03.2020 08:42:18";"uninstallation";"program";"Adobe Acrobat DC";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L400"
"06.03.2020 08:42:18";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-FING-L400"
"06.03.2020 08:42:18";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-FING-L400"
"06.03.2020 08:42:18";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L400"
"06.03.2020 08:42:18";"installation";"program";"Google Update Helper";"1.3.35.341";"Google LLC";"Google Update Helper";"NYC-FING-L400"
"06.03.2020 08:42:11";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-BXII-L200"
"06.03.2020 08:42:11";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-BXII-L200"
"06.03.2020 08:42:11";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-BXII-L200"
"06.03.2020 08:42:11";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-BXII-L200"
"06.03.2020 08:41:29";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L681"
"06.03.2020 08:41:29";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L681"
"06.03.2020 08:41:29";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L681"
"06.03.2020 08:41:29";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20058)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L681"
"06.03.2020 08:41:29";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L681"
