"Time of installation";"Operation type";"Package type";"Package name";"Package version";"Package publisher";"Package program";"Device name"
"09.03.2020 14:23:51";"uninstallation";"update";"Service Pack 2 for Microsoft Office 2010 (KB2687455) 32-Bit Edition";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office InfoPath MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"update";"Security Update for Microsoft Excel 2010 (KB4475574) 32-Bit Edition";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Professional Plus 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"update";"Service Pack 2 for Microsoft Office 2010 (KB2687455) 32-Bit Edition";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Outlook MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"update";"Service Pack 2 for Microsoft Office 2010 (KB2687455) 32-Bit Edition";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Access Setup Metadata MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"update";"Service Pack 2 for Microsoft Office 2010 (KB2687455) 32-Bit Edition";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Shared 64-bit MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"update";"Service Pack 2 for Microsoft Office 2010 (KB2687455) 32-Bit Edition";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Word MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"update";"Service Pack 2 for Microsoft Office 2010 (KB2687455) 32-Bit Edition";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Proof (French) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"update";"Service Pack 2 for Microsoft Office 2010 (KB2687455) 32-Bit Edition";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Office 64-bit Components 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"update";"Service Pack 2 for Microsoft Office 2010 (KB2687455) 32-Bit Edition";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office PowerPoint MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"update";"Update for Microsoft Filter Pack 2.0 (KB3114879) 32-Bit Edition";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Office 64-bit Components 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"update";"Update for Microsoft Filter Pack 2.0 (KB3114879) 32-Bit Edition";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Professional Plus 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Shared MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Shared MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Proof (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Proof (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office OneNote MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office OneNote MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Shared Setup Metadata MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Shared Setup Metadata MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Outlook MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Outlook MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Professional Plus 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Professional Plus 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Publisher MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Publisher MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Proof (French) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Proof (French) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Shared 64-bit MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Shared 64-bit MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Shared 64-bit Setup Metadata MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Shared 64-bit Setup Metadata MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Proofing (English) 2010";"14.0.6029.1000";"Microsoft Corporation";"Microsoft Office Proofing (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Excel MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Excel MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Office 64-bit Components 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Office 64-bit Components 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Access MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Access MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office InfoPath MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office InfoPath MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Word MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Word MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Proof (Spanish) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Proof (Spanish) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office PowerPoint MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office PowerPoint MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Access Setup Metadata MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Access Setup Metadata MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:23:51";"uninstallation";"program";"Microsoft Office Groove MUI (English) 2010";"14.0.7015.1000";"Microsoft Corporation";"Microsoft Office Groove MUI (English) 2010";"NYC-FING-L538"
"09.03.2020 14:22:36";"uninstallation";"program";"GoToMeeting 10.8.0.16786";"10.8.0.16786";"LogMeIn, Inc.";"GoToMeeting 10.8.0.16786";"NYC-PORT-L022"
"09.03.2020 14:22:36";"installation";"program";"GoToMeeting 10.9.0.17052";"10.9.0.17052";"LogMeIn, Inc.";"GoToMeeting 10.9.0.17052";"NYC-PORT-L022"
"09.03.2020 14:12:45";"uninstallation";"program";"Macabacus";"1.0.0.0";"Macabacus";"Macabacus";"NYC-REAL-L844"
"09.03.2020 14:06:06";"uninstallation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"TOK-IRBD-L014"
"09.03.2020 14:06:06";"uninstallation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"TOK-IRBD-L014"
"09.03.2020 14:06:06";"uninstallation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"TOK-IRBD-L014"
"09.03.2020 14:06:06";"uninstallation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20368";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"TOK-IRBD-L014"
"09.03.2020 14:06:06";"installation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20512";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"TOK-IRBD-L014"
"09.03.2020 14:06:06";"installation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"TOK-IRBD-L014"
"09.03.2020 14:06:06";"installation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"TOK-IRBD-L014"
"09.03.2020 14:06:06";"installation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"TOK-IRBD-L014"
"09.03.2020 14:04:09";"uninstallation";"update";"KB4489907";"-";"Microsoft Corporation";"Windows Update";"NYC-PWM-L199"
"09.03.2020 14:04:09";"uninstallation";"update";"KB4487038";"-";"Microsoft Corporation";"Windows Update";"NYC-PWM-L199"
"09.03.2020 14:00:03";"uninstallation";"program";"SecureDoc Disk Encryption 8.3 (x64)";"8.3.000.730";"WinMagic Inc.";"SecureDoc Disk Encryption 8.3 (x64)";"NYC-FING-L538"
"09.03.2020 13:43:46";"uninstallation";"program";"Macabacus 2016";"8.11.5";"Macabacus, LLC";"Macabacus 2016";"NYC-GCS-L153"
"09.03.2020 13:43:46";"installation";"program";"Macabacus 2016";"8.14.5";"Macabacus Inc.";"Macabacus 2016";"NYC-GCS-L153"
"09.03.2020 13:38:46";"uninstallation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"NYC-GCS-L184"
"09.03.2020 13:38:46";"uninstallation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"NYC-GCS-L184"
"09.03.2020 13:38:46";"uninstallation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"NYC-GCS-L184"
"09.03.2020 13:38:46";"installation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"NYC-GCS-L184"
"09.03.2020 13:38:46";"installation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"NYC-GCS-L184"
"09.03.2020 13:38:46";"installation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"NYC-GCS-L184"
"09.03.2020 13:36:24";"uninstallation";"program";"Macabacus 2016";"8.11.5";"Macabacus, LLC";"Macabacus 2016";"NYC-GCS-L184"
"09.03.2020 13:36:24";"installation";"program";"Macabacus 2016";"8.14.5";"Macabacus Inc.";"Macabacus 2016";"NYC-GCS-L184"
"09.03.2020 13:15:46";"uninstallation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20438";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"NYC-FING-L413"
"09.03.2020 13:15:46";"uninstallation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20438";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"NYC-FING-L413"
"09.03.2020 13:15:46";"uninstallation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20438";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"NYC-FING-L413"
"09.03.2020 13:15:46";"uninstallation";"program";"Office 16 Click-to-Run Extensibility Component 64-bit Registration";"16.0.11328.20438";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component 64-bit Registration";"NYC-FING-L413"
"09.03.2020 13:15:46";"installation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"NYC-FING-L413"
"09.03.2020 13:15:46";"installation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"NYC-FING-L413"
"09.03.2020 13:15:46";"installation";"program";"Office 16 Click-to-Run Extensibility Component 64-bit Registration";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component 64-bit Registration";"NYC-FING-L413"
"09.03.2020 13:15:46";"installation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"NYC-FING-L413"
"09.03.2020 13:13:50";"uninstallation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"HUS-GSO-L071"
"09.03.2020 13:13:50";"uninstallation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20368";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"HUS-GSO-L071"
"09.03.2020 13:13:50";"uninstallation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"HUS-GSO-L071"
"09.03.2020 13:13:50";"uninstallation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"HUS-GSO-L071"
"09.03.2020 13:13:50";"installation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20512";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"HUS-GSO-L071"
"09.03.2020 13:13:50";"installation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"HUS-GSO-L071"
"09.03.2020 13:13:50";"installation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"HUS-GSO-L071"
"09.03.2020 13:13:50";"installation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"HUS-GSO-L071"
"09.03.2020 13:13:30";"installation";"update";"KB4073120";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:13:30";"installation";"update";"KB4053577";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:13:30";"installation";"update";"KB2693643";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:13:30";"installation";"update";"KB4534318";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:13:30";"installation";"update";"KB4509093";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:13:30";"installation";"update";"KB4516115";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:13:30";"installation";"update";"KB4521860";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:13:30";"installation";"update";"KB4494452";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:13:30";"installation";"update";"KB4523202";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:12:57";"uninstallation";"program";"Google Update Helper";"1.3.35.421";"Google LLC";"Google Update Helper";"NYC-REAL-L844"
"09.03.2020 13:12:57";"installation";"program";"Google Update Helper";"1.3.35.441";"Google LLC";"Google Update Helper";"NYC-REAL-L844"
"09.03.2020 13:11:14";"uninstallation";"program";"SecureDoc Disk Encryption (x64) 8.2";"8.2.101.1388";"WinMagic Inc.";"SecureDoc Disk Encryption (x64) 8.2";"NYC-PODS-L007"
"09.03.2020 13:11:12";"uninstallation";"program";"GoToMeeting 10.8.0.16786";"10.8.0.16786";"LogMeIn, Inc.";"GoToMeeting 10.8.0.16786";"NYC-FING-L440"
"09.03.2020 13:11:12";"uninstallation";"program";"B-TRAC Client";"1.5.173.0";"The Blackstone Group";"B-TRAC Client";"NYC-FING-L440"
"09.03.2020 13:11:12";"installation";"program";"B-TRAC Client";"1.5.175.0";"The Blackstone Group";"B-TRAC Client";"NYC-FING-L440"
"09.03.2020 13:11:12";"installation";"program";"GoToMeeting 10.9.0.17052";"10.9.0.17052";"LogMeIn, Inc.";"GoToMeeting 10.9.0.17052";"NYC-FING-L440"
"09.03.2020 13:11:11";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"uninstallation";"update";"KB4073120";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"uninstallation";"update";"KB4053577";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"uninstallation";"update";"KB2693643";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"uninstallation";"update";"KB4534318";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"uninstallation";"update";"KB4509093";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"uninstallation";"update";"KB4516115";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"uninstallation";"update";"KB4521860";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"uninstallation";"update";"KB4494452";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"uninstallation";"update";"KB4523202";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"uninstallation";"program";"Adobe Acrobat DC";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-PEQG-L724"
"09.03.2020 13:11:11";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-PEQG-L724"
"09.03.2020 13:02:29";"uninstallation";"update";"KB4487038";"-";"Microsoft Corporation";"Windows Update";"HUS-GSO-L072"
"09.03.2020 13:01:33";"uninstallation";"program";"SecureDoc Disk Encryption 8.3 (x64)";"8.3.000.730";"WinMagic Inc.";"SecureDoc Disk Encryption 8.3 (x64)";"NYC-HUMN-L167"
"09.03.2020 12:56:22";"uninstallation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"NYC-GCS-L140"
"09.03.2020 12:56:22";"uninstallation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"NYC-GCS-L140"
"09.03.2020 12:56:22";"uninstallation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"NYC-GCS-L140"
"09.03.2020 12:56:22";"installation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"NYC-GCS-L140"
"09.03.2020 12:56:22";"installation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"NYC-GCS-L140"
"09.03.2020 12:56:22";"installation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"NYC-GCS-L140"
"09.03.2020 12:51:54";"uninstallation";"program";"OneNote";"16001.12527.20128.0";"Microsoft Corporation";"OneNote";"NYC-STPG-L068"
"09.03.2020 12:51:54";"installation";"program";"OneNote";"16001.12624.20042.0";"Microsoft Corporation";"OneNote";"NYC-STPG-L068"
"09.03.2020 12:51:51";"uninstallation";"program";"GoToMeeting 10.8.0.16786";"10.8.0.16786";"LogMeIn, Inc.";"GoToMeeting 10.8.0.16786";"NYC-STPG-L068"
"09.03.2020 12:51:51";"installation";"program";"GoToMeeting 10.9.0.17052";"10.9.0.17052";"LogMeIn, Inc.";"GoToMeeting 10.9.0.17052";"NYC-STPG-L068"
"09.03.2020 12:45:16";"installation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-FING-L987"
"09.03.2020 12:45:16";"uninstallation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.021.20047";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-FING-L987"
"09.03.2020 12:45:16";"uninstallation";"program";"Google Chrome";"67.208.87";"Google LLC";"Google Chrome";"NYC-FING-L987"
"09.03.2020 12:45:16";"uninstallation";"program";"Google Update Helper";"1.3.35.301";"Google LLC";"Google Update Helper";"NYC-FING-L987"
"09.03.2020 12:45:16";"uninstallation";"program";"Adobe Acrobat Reader DC";"19.021.20047";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-FING-L987"
"09.03.2020 12:45:16";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-FING-L987"
"09.03.2020 12:45:16";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-FING-L987"
"09.03.2020 12:45:16";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-FING-L987"
"09.03.2020 12:45:16";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-FING-L987"
"09.03.2020 12:45:16";"installation";"program";"Adobe Acrobat Reader DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-FING-L987"
"09.03.2020 12:45:16";"installation";"program";"Google Update Helper";"1.3.35.341";"Google LLC";"Google Update Helper";"NYC-FING-L987"
"09.03.2020 12:45:16";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-FING-L987"
"09.03.2020 12:37:38";"uninstallation";"program";"Google Update Helper";"1.3.35.341";"Google LLC";"Google Update Helper";"NYC-FING-L330"
"09.03.2020 12:37:38";"installation";"program";"Google Update Helper";"1.3.35.441";"Google LLC";"Google Update Helper";"NYC-FING-L330"
"09.03.2020 12:36:36";"uninstallation";"update";"KB4487038";"-";"Microsoft Corporation";"Windows Update";"CAM-CLAR-L029"
"09.03.2020 12:35:03";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-FING-W854"
"09.03.2020 12:35:03";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-FING-W854"
"09.03.2020 12:33:18";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"LDN-TACT-L067"
"09.03.2020 12:33:18";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.010.20069";"Adobe Systems Incorporated";"Adobe Acrobat DC";"LDN-TACT-L067"
"09.03.2020 12:33:18";"uninstallation";"program";"Google Chrome";"73.0.3683.86";"Google LLC";"Google Chrome";"LDN-TACT-L067"
"09.03.2020 12:33:18";"uninstallation";"program";"Microsoft Sticky Notes";"3.7.106.0";"Microsoft Corporation";"Microsoft Sticky Notes";"LDN-TACT-L067"
"09.03.2020 12:33:18";"uninstallation";"program";"Adobe Acrobat DC";"19.010.20069";"Adobe Systems Incorporated";"Adobe Acrobat DC";"LDN-TACT-L067"
"09.03.2020 12:33:18";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"LDN-TACT-L067"
"09.03.2020 12:33:18";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"LDN-TACT-L067"
"09.03.2020 12:33:18";"uninstallation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20368";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"LDN-TACT-L067"
"09.03.2020 12:33:18";"installation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20512";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"LDN-TACT-L067"
"09.03.2020 12:33:18";"installation";"program";"Microsoft Sticky Notes";"3.7.124.0";"Microsoft Corporation";"Microsoft Sticky Notes";"LDN-TACT-L067"
"09.03.2020 12:33:18";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"LDN-TACT-L067"
"09.03.2020 12:33:18";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"LDN-TACT-L067"
"09.03.2020 12:33:18";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"LDN-TACT-L067"
"09.03.2020 12:33:18";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"LDN-TACT-L067"
"09.03.2020 12:32:34";"installation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-BXII-L794"
"09.03.2020 12:32:34";"uninstallation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.010.20098";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-BXII-L794"
"09.03.2020 12:32:34";"uninstallation";"program";"Adobe Acrobat Reader DC";"19.010.20098";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-BXII-L794"
"09.03.2020 12:32:34";"installation";"program";"Adobe Acrobat Reader DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-BXII-L794"
"09.03.2020 12:17:40";"uninstallation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"NYC-TACT-L139"
"09.03.2020 12:17:40";"uninstallation";"program";"Office 16 Click-to-Run Extensibility Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Extensibility Component";"NYC-TACT-L139"
"09.03.2020 12:17:40";"uninstallation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20368";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"NYC-TACT-L139"
"09.03.2020 12:17:40";"uninstallation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20368";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"NYC-TACT-L139"
"09.03.2020 12:17:40";"installation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20512";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"NYC-TACT-L139"
"09.03.2020 12:17:40";"installation";"program";"Office 16 Click-to-Run Localization Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Localization Component";"NYC-TACT-L139"
"09.03.2020 12:17:40";"installation";"program";"Office 16 Click-to-Run Licensing Component";"16.0.11328.20512";"Microsoft Corporation";"Office 16 Click-to-Run Licensing Component";"NYC-TACT-L139"
