Start time	End time	Duration [s]	Warning duration [s]	Event info	Device name
05.03.2020 23:59:59	06.03.2020 00:00:29	29.991	29.991	high thread cpu usage (89% out of 800%)	NYC-REAL-L855
05.03.2020 23:59:51	06.03.2020 00:00:21	29.991	29.991	high thread cpu usage (97% out of 800%)	NYC-BXII-L379
05.03.2020 23:59:50	06.03.2020 00:00:20	29.991	29.991	high thread cpu usage (138% out of 800%)	NYC-FACL-L047
05.03.2020 23:59:42	06.03.2020 00:00:12	29.991	29.991	high thread cpu usage (102% out of 800%)	GUR-REAL-L097
05.03.2020 23:59:38	06.03.2020 00:00:38	59.991	59.991	high thread cpu usage (105% out of 800%)	HKG-REAL-L197
05.03.2020 23:59:06	06.03.2020 00:04:06	299.991	59.991	high thread cpu usage (124% out of 800%)	NYC-REAL-L115
05.03.2020 23:58:41	06.03.2020 00:03:11	269.991	149.991	high thread cpu usage (104% out of 800%)	NYC-TACT-L110
05.03.2020 23:57:34	05.03.2020 23:58:34	59.991	59.991	high thread cpu usage (113% out of 800%)	NYC-PODS-L005
05.03.2020 23:57:23	05.03.2020 23:57:53	29.991	29.991	high thread cpu usage (95% out of 800%)	MUM-REAL-L112
05.03.2020 23:56:59	06.03.2020 00:00:29	209.991	59.991	high thread cpu usage (92% out of 400%)	NYC-INFR-L017
05.03.2020 23:56:37	06.03.2020 00:06:02	564.991	299.991	high thread cpu usage (89% out of 400%)	MUM-RECP-L001
05.03.2020 23:56:33	06.03.2020 00:17:03	1230.291	599.991	high thread cpu usage (114% out of 800%)	NYC-GSO-L260
05.03.2020 23:55:04	05.03.2020 23:56:04	59.991	59.991	high thread cpu usage (192% out of 800%)	NYC-FING-L519
05.03.2020 23:54:46	05.03.2020 23:55:16	29.991	29.991	high io usage (36.3KB/s)	NYC-FING-L519
05.03.2020 23:53:36	05.03.2020 23:58:11	274.991	149.991	high thread cpu usage (119% out of 800%)	NYC-BXII-L304
05.03.2020 23:53:27	05.03.2020 23:55:27	119.991	59.991	high thread cpu usage (154% out of 800%)	NYC-BXII-L252
05.03.2020 23:53:26	05.03.2020 23:53:56	29.991	29.991	high thread cpu usage (90% out of 800%)	GUR-REAL-L142
05.03.2020 23:52:38	05.03.2020 23:53:08	29.991	29.991	high io usage (17.2MB/s)	NYC-TACT-L110
05.03.2020 23:52:20	05.03.2020 23:52:50	29.991	29.991	high thread cpu usage (194% out of 800%)	NYC-PODS-L005
05.03.2020 23:52:15	05.03.2020 23:52:45	29.991	29.991	high thread cpu usage (81% out of 800%)	NYC-PEQG-L693
05.03.2020 23:51:20	05.03.2020 23:51:50	29.991	29.991	high thread cpu usage (102% out of 800%)	NYC-BXII-L379
05.03.2020 23:51:03	05.03.2020 23:56:38	334.991	149.991	high thread cpu usage (120% out of 800%)	NYC-TACT-L130
05.03.2020 23:50:51	05.03.2020 23:51:21	29.991	29.991	high thread cpu usage (81% out of 1200%)	NYC-GSO-L364
05.03.2020 23:50:42	05.03.2020 23:51:12	29.991	29.991	high thread cpu usage (140% out of 800%)	NYC-GSO-L240
05.03.2020 23:50:09	05.03.2020 23:50:39	29.991	29.991	high thread cpu usage (143% out of 800%)	HKG-PEQG-L116
05.03.2020 23:50:02	05.03.2020 23:54:02	239.991	239.991	high thread cpu usage (131% out of 400%)	MUM-RECP-L001
05.03.2020 23:49:54	05.03.2020 23:50:24	29.991	29.991	high io usage (36.1MB/s)	MUM-REAL-L112
05.03.2020 23:49:40	05.03.2020 23:53:10	209.991	119.991	high thread cpu usage (107% out of 800%)	MUM-REAL-L110
05.03.2020 23:49:34	05.03.2020 23:50:04	29.991	29.991	high io usage (6.4MB/s)	GUR-REAL-L106
05.03.2020 23:49:23	05.03.2020 23:55:47	383.991	299.991	high thread cpu usage (115% out of 800%)	HUS-GSO-L065
