Time	Type	Device name	Error code	Error label
05.03.2020 22:36:06	hard reset	HKG-REAL-L197	0x0	-
05.03.2020 22:34:03	hard reset	TOK-REAL-W029	0x0	-
05.03.2020 22:33:10	hard reset	GUR-UAT-L042	0x0	-
05.03.2020 22:17:11	hard reset	NYC-PEQG-L693	0x0	-
05.03.2020 22:09:51	hard reset	GUR-REAL-L142	0x0	-
05.03.2020 22:06:26	hard reset	NYC-FING-L569	0x0	-
05.03.2020 21:58:44	hard reset	NYC-BXII-L851	0x0	-
05.03.2020 21:46:39	hard reset	NYC-REAL-L058	0x0	-
05.03.2020 21:34:53	hard reset	HKG-COMP-L025	0x0	-
05.03.2020 21:09:48	hard reset	HKG-PEQG-L116	0x0	-
05.03.2020 21:03:23	hard reset	NYC-TACT-L113	0x0	-
05.03.2020 21:01:59	hard reset	HKG-GCS-L008	0x0	-
05.03.2020 20:47:11	hard reset	NYC-PEQG-L785	0x0	-
05.03.2020 20:31:47	hard reset	HKG-PEQG-L120	0x0	-
05.03.2020 20:21:21	hard reset	HKG-TACT-L001	0x0	-
05.03.2020 20:14:49	hard reset	NYC-FING-L499	0x0	-
05.03.2020 19:53:23	hard reset	HKG-REAL-L182	0x0	-
05.03.2020 19:18:45	hard reset	NYC-BISG-L044	0x0	-
05.03.2020 19:02:23	hard reset	HKG-RECP-L001	0x0	-
05.03.2020 18:45:08	hard reset	NYC-TACT-L159	0x0	-
05.03.2020 18:41:25	hard reset	NYC-REAL-L922	0x0	-
05.03.2020 18:23:00	hard reset	NYC-REAL-L922	0x0	-
05.03.2020 18:09:29	hard reset	NYC-LOAN-L967	0x0	-
05.03.2020 17:55:29	hard reset	LDN-PEQG-L158	0x0	-
05.03.2020 17:35:44	hard reset	NYC-BAAM-L791	0x0	-
05.03.2020 17:27:38	hard reset	NYC-GCS-L153	0x0	-
05.03.2020 17:19:29	hard reset	NYC-LOAN-L973	0x0	-
05.03.2020 17:08:01	hard reset	LDN-REAL-L614	0x0	-
05.03.2020 16:53:10	hard reset	NYC-PWM-L126	0x0	-
05.03.2020 16:36:46	hard reset	NYC-LOAN-L973	0x0	-
05.03.2020 16:17:35	hard reset	NYC-TEMP-L025	0x0	-
05.03.2020 16:13:27	hard reset	NYC-345-27-51ST	0x0	-
05.03.2020 16:13:22	hard reset	LDN-GSO-L047	0x0	-
05.03.2020 15:53:32	hard reset	NYC-PEQG-L946	0x0	-
05.03.2020 15:48:12	hard reset	GUR-BXII-L431	0x0	-
05.03.2020 15:31:35	hard reset	GUR-BXII-L198	0x0	-
05.03.2020 15:21:31	hard reset	LDN-PWM-L027	0x0	-
05.03.2020 14:55:01	hard reset	NYC-345-42-52ND	0x0	-
05.03.2020 14:53:31	hard reset	NYC-BXII-L149	0x0	-
05.03.2020 14:41:10	hard reset	NYC-GCS-L147	0x0	-
05.03.2020 14:32:27	hard reset	NYC-345-42-52ND	0x0	-
05.03.2020 14:25:19	hard reset	NYC-BXII-L329	0x0	-
05.03.2020 14:23:47	hard reset	SIN-TACT-L023	0x0	-
05.03.2020 13:46:34	hard reset	LDN-PEQG-L155	0x0	-
05.03.2020 13:20:05	hard reset	NYC-REAL-L854	0x0	-
05.03.2020 13:15:50	hard reset	GUR-BXII-L198	0x0	-
05.03.2020 12:56:37	hard reset	NYC-BAAM-WS108	0x0	-
05.03.2020 12:31:26	hard reset	LDN-BISG-L002	0x0	-
05.03.2020 12:25:45	hard reset	DBN-GSO-L166	0x0	-
05.03.2020 12:13:24	hard reset	ZOOM-196ZQ13	0x0	-
05.03.2020 12:06:38	hard reset	LDN-TACT-L058	0x0	-
05.03.2020 11:45:31	hard reset	NYC-TACT-L154	0x0	-
05.03.2020 11:35:19	hard reset	LDN-PEQG-L158	0x0	-
05.03.2020 11:23:25	hard reset	NYC-REAL-L616	0x0	-
05.03.2020 11:08:06	hard reset	HKG-FING-L011	0x0	-
05.03.2020 11:00:04	hard reset	NYC-GSO-L240	0x0	-
05.03.2020 10:56:35	hard reset	NYC-PEQG-L815	0x0	-
05.03.2020 10:48:59	hard reset	NYC-GSO-L240	0x0	-
05.03.2020 10:48:15	hard reset	NYC-REAL-L636	0x0	-
05.03.2020 10:47:00	hard reset	NYC-CONF-W229	0x0	-
05.03.2020 10:40:49	hard reset	NYC-ERSG-L115	0x0	-
05.03.2020 10:29:36	hard reset	NYC-PEQG-L693	0x0	-
05.03.2020 10:29:30	hard reset	NYC-PEQG-L740	0x0	-
05.03.2020 10:26:30	hard reset	NYC-STPG-L077	0x0	-
05.03.2020 10:22:33	hard reset	GUR-BXII-L198	0x0	-
05.03.2020 10:03:36	hard reset	NYC-COMP-L200	0x0	-
05.03.2020 10:02:29	hard reset	NYC-BXII-L1066	0x0	-
05.03.2020 10:01:50	hard reset	DBN-GSO-L148	0x0	-
05.03.2020 09:57:23	hard reset	GUR-FING-L134	0x0	-
05.03.2020 09:52:54	hard reset	NYC-REAL-L667	0x0	-
05.03.2020 09:43:34	hard reset	GUR-FING-L076	0x0	-
05.03.2020 09:32:02	hard reset	NYC-FING-L390	0x0	-
05.03.2020 09:30:32	hard reset	NYC-PWM-L111	0x0	-
05.03.2020 09:26:12	hard reset	NYC-BISG-L027	0x0	-
05.03.2020 09:22:42	hard reset	NYC-GSO-L338	0x0	-
05.03.2020 09:22:25	hard reset	NYC-REAL-L908	0x0	-
05.03.2020 09:22:23	hard reset	NYC-REAL-L948	0x0	-
05.03.2020 09:20:40	hard reset	GUR-FING-L134	0x0	-
05.03.2020 09:18:36	hard reset	NYC-FING-L264	0x0	-
05.03.2020 09:17:07	hard reset	NYC-PEQG-L740	0x0	-
05.03.2020 09:10:59	hard reset	NYC-FING-L537	0x0	-
05.03.2020 09:03:49	hard reset	LDN-REAL-L692	0x0	-
05.03.2020 09:01:58	hard reset	NYC-BAAM-L819	0x0	-
05.03.2020 08:56:38	hard reset	NYC-FING-L371	0x0	-
05.03.2020 08:53:03	hard reset	SIN-PORT-L009	0x0	-
05.03.2020 08:47:22	hard reset	NYC-TACT-L091	0x0	-
05.03.2020 08:42:48	hard reset	BX-66TXNV2	0x0	-
05.03.2020 08:40:50	hard reset	NYC-MEET-L378	0x0	-
05.03.2020 08:39:03	hard reset	NYC-GSO-L497	0x0	-
05.03.2020 08:35:01	hard reset	BX-66TXNV2	0x0	-
05.03.2020 08:34:39	hard reset	NYC-BXII-L311	0x0	-
05.03.2020 08:34:07	hard reset	SIN-TACT-L023	0x0	-
05.03.2020 08:31:36	hard reset	NYC-PEQG-L783	0x0	-
05.03.2020 08:22:50	hard reset	LDN-GCS-L047	0x0	-
05.03.2020 08:21:17	hard reset	NYC-REAL-L905	0x0	-
05.03.2020 08:16:16	hard reset	NYC-MEET-L404	0x0	-
05.03.2020 07:56:23	hard reset	NYC-COMP-L113	0x0	-
05.03.2020 07:51:05	hard reset	NYC-GSO-L309	0x0	-
05.03.2020 07:19:58	hard reset	NYC-GCS-L142	0x0	-
05.03.2020 06:48:45	hard reset	GUR-BXII-L389	0x0	-
05.03.2020 06:36:54	hard reset	GUR-BXII-L524	0x0	-
05.03.2020 06:14:53	hard reset	LDN-GSO-L095	0x0	-
05.03.2020 05:36:52	hard reset	LDN-PEQG-L161	0x0	-
05.03.2020 05:11:05	hard reset	BX-PC0EXE4F	0x0	-
05.03.2020 05:04:14	hard reset	LDN-REAL-L715	0x0	-
05.03.2020 04:52:01	hard reset	LDN-REAL-L697	0x0	-
05.03.2020 04:48:42	hard reset	NYC-STPG-L070	0x0	-
05.03.2020 04:42:35	hard reset	LDN-STPG-L013	0x0	-
05.03.2020 04:30:39	hard reset	LDN-STPG-L020	0x0	-
05.03.2020 04:28:50	hard reset	DBN-GSO-L168	0x0	-
05.03.2020 04:25:54	hard reset	LDN-BXII-L188	0x0	-
05.03.2020 04:14:04	hard reset	LDN-LOAN-L288	0x0	-
05.03.2020 03:50:54	hard reset	LDN-40BS-04-HIL	0x0	-
05.03.2020 03:35:11	hard reset	GUR-FING-L230	0x0	-
05.03.2020 03:27:24	hard reset	LUX-FING-L014	0x0	-
05.03.2020 03:26:28	hard reset	MUM-REAL-L112	0x0	-
05.03.2020 03:01:06	hard reset	GUR-BXII-L550	0x0	-
05.03.2020 02:51:34	hard reset	GUR-BXII-L411	0x0	-
05.03.2020 02:41:00	hard reset	GUR-BXII-L487	0x0	-
05.03.2020 02:19:29	hard reset	MUM-PEQG-L084	0x0	-
05.03.2020 02:16:47	hard reset	GUR-FING-L164	0x0	-
05.03.2020 02:11:10	hard reset	MUM-RECP-L001	0x0	-
05.03.2020 02:10:30	hard reset	GUR-FING-L168	0x0	-
05.03.2020 01:51:37	hard reset	NYC-BXII-L671	0x0	-
05.03.2020 01:26:38	hard reset	GUR-FING-L196	0x0	-
05.03.2020 01:02:25	hard reset	HKG-REAL-L172	0x0	-
05.03.2020 00:36:14	hard reset	SIN-UAT-L007	0x0	-
05.03.2020 00:30:46	hard reset	GUR-FING-L196	0x0	-
04.03.2020 23:55:09	hard reset	NYC-FING-L517	0x0	-
04.03.2020 23:37:57	hard reset	NYC-GSO-W938	0x0	-
04.03.2020 23:37:45	hard reset	NYC-GSO-W939	0x0	-
04.03.2020 23:19:32	hard reset	MUM-PEQG-L079	0x0	-
04.03.2020 23:10:02	hard reset	MUM-PEQG-L086	0x0	-
04.03.2020 23:06:08	hard reset	GUR-FING-L131	0x0	-
04.03.2020 23:01:11	hard reset	NYC-STPG-L072	0x0	-
04.03.2020 22:57:39	hard reset	NYC-FING-L508	0x0	-
04.03.2020 22:57:05	hard reset	MUM-REAL-L049	0x0	-
04.03.2020 22:49:41	hard reset	GUR-REAL-L089	0x0	-
04.03.2020 22:25:01	hard reset	NYC-PWM-L163	0x0	-
04.03.2020 22:14:17	hard reset	HKG-GCH-L002	0x0	-
04.03.2020 22:03:11	hard reset	NYC-REAL-L908	0x0	-
04.03.2020 21:58:24	hard reset	SIN-TACT-L023	0x0	-
04.03.2020 21:45:21	hard reset	NYC-GSO-L465	0x0	-
04.03.2020 21:20:20	hard reset	HKG-PEQG-L123	0x0	-
04.03.2020 21:14:12	hard reset	NYC-BAAM-L113	0x0	-
04.03.2020 20:54:37	hard reset	NYC-REAL-L929	0x0	-
04.03.2020 20:41:00	hard reset	NYC-BAAM-L858	0x0	-
04.03.2020 20:19:37	hard reset	HKG-PWM-L008	0x0	-
04.03.2020 19:58:06	hard reset	NYC-REAL-L616	0x0	-
04.03.2020 19:44:20	hard reset	NYC-STPG-L148	0x0	-
04.03.2020 19:33:36	hard reset	NYC-INFR-L022	0x0	-
04.03.2020 19:30:12	hard reset	NYC-COMP-L086	0x0	-
04.03.2020 19:29:20	hard reset	LDN-STPG-L023	0x0	-
04.03.2020 18:07:49	hard reset	NYC-FING-L508	0x0	-
04.03.2020 17:55:29	hard reset	NYC-REAL-L662	0x0	-
04.03.2020 17:29:15	hard reset	NYC-BXII-L677	0x0	-
04.03.2020 16:38:35	hard reset	HOU-ZOOM-ROOM	0x0	-
04.03.2020 16:26:40	hard reset	NYC-REAL-L087	0x0	-
04.03.2020 16:23:57	hard reset	NYC-GSO-L366	0x0	-
04.03.2020 16:09:21	hard reset	GUR-FING-L236	0x0	-
04.03.2020 16:07:12	hard reset	NYC-HUMN-W271	0x0	-
04.03.2020 16:02:38	hard reset	NYC-REAL-L087	0x0	-
04.03.2020 15:18:39	hard reset	NYC-REAL-L124	0x0	-
04.03.2020 15:04:21	hard reset	NYC-BXII-L400	0x0	-
04.03.2020 14:58:20	hard reset	NYC-REAL-W570	0x0	-
04.03.2020 14:54:39	hard reset	NYC-GSO-L204	0x0	-
04.03.2020 14:43:46	hard reset	NYC-SIG-L075	0x0	-
04.03.2020 14:05:22	hard reset	NYC-PWM-L087	0x0	-
04.03.2020 14:05:12	hard reset	NYC-PEQG-L808	0x0	-
04.03.2020 13:53:40	hard reset	GUR-BXII-L467	0x0	-
04.03.2020 13:29:45	hard reset	GUR-BXII-L467	0x0	-
04.03.2020 13:14:58	hard reset	NYC-FING-L519	0x0	-
04.03.2020 13:11:48	hard reset	NYC-FING-L404	0x0	-
04.03.2020 13:04:54	hard reset	GUR-FING-L249	0x0	-
04.03.2020 12:37:14	hard reset	NYC-REAL-L597	0x0	-
04.03.2020 12:27:47	hard reset	NYC-REAL-L087	0x0	-
04.03.2020 11:58:11	hard reset	NYC-CONF-W188	0x0	-
04.03.2020 11:49:57	hard reset	GUR-REAL-L131	0x0	-
04.03.2020 11:47:55	hard reset	NYC-BAAM-L817	0x0	-
04.03.2020 11:31:43	hard reset	NYC-REAL-L822	0x0	-
04.03.2020 11:28:00	hard reset	LDN-40BS-07-BER	0x0	-
04.03.2020 11:02:59	hard reset	NYC-BXII-L731	0x0	-
04.03.2020 10:49:16	hard reset	NYC-BXII-L853	0x0	-
04.03.2020 10:46:56	hard reset	LDN-LOAN-L293	0x0	-
04.03.2020 10:42:28	hard reset	NYC-CONF-W175	0x0	-
04.03.2020 10:35:55	hard reset	NYC-BAAM-L012	0x0	-
04.03.2020 10:34:06	hard reset	LDN-REAL-L644	0x0	-
04.03.2020 10:30:16	hard reset	NYC-BXII-L411	0x0	-
04.03.2020 10:29:38	hard reset	NYC-BAAM-L074	0x0	-
04.03.2020 10:17:32	hard reset	NYC-BXII-L388	0x0	-
04.03.2020 10:12:25	hard reset	NYC-BAAM-L012	0x0	-
04.03.2020 10:10:54	hard reset	NYC-TACT-L230	0x0	-
04.03.2020 10:10:42	hard reset	HUS-GSO-L070	0x0	-
04.03.2020 10:06:57	hard reset	NYC-TACT-L110	0x0	-
04.03.2020 10:05:47	hard reset	LDN-REAL-L614	0x0	-
04.03.2020 10:05:26	hard reset	NYC-GSO-L115	0x0	-
04.03.2020 10:03:32	hard reset	GUR-BXII-L343	0x0	-
04.03.2020 09:56:35	hard reset	NYC-HUMN-L126	0x0	-
04.03.2020 09:54:19	hard reset	NYC-GCS-L101	0x0	-
04.03.2020 09:52:45	hard reset	NYC-REAL-L885	0x0	-
04.03.2020 09:48:15	hard reset	NYC-HUMN-L076	0x0	-
04.03.2020 09:47:52	hard reset	NYC-BAAM-L871	0x0	-
04.03.2020 09:45:44	hard reset	NYC-BISG-L044	0x0	-
04.03.2020 09:45:34	hard reset	NYC-BAAM-L874	0x0	-
04.03.2020 09:43:34	hard reset	NYC-TACT-L194	0x0	-
04.03.2020 09:41:36	hard reset	NYC-BXII-L168	0x0	-
04.03.2020 09:40:42	hard reset	NYC-FING-L390	0x0	-
04.03.2020 09:40:13	hard reset	NYC-GCS-L002	0x0	-
04.03.2020 09:38:57	hard reset	NYC-BAAM-L776	0x0	-
04.03.2020 09:37:58	hard reset	NYC-REAL-L854	0x0	-
04.03.2020 09:35:53	hard reset	NYC-TACT-L200	0x0	-
04.03.2020 09:32:19	hard reset	NYC-GCS-L128	0x0	-
04.03.2020 09:32:09	hard reset	NYC-HUMN-W271	0x0	-
04.03.2020 09:31:56	hard reset	NYC-REAL-L842	0x0	-
04.03.2020 09:30:35	hard reset	NYC-STPG-L068	0x0	-
04.03.2020 09:28:30	hard reset	LDN-REAL-L479	0x0	-
04.03.2020 09:26:38	hard reset	NYC-COMP-L178	0x0	-
04.03.2020 09:26:21	hard reset	NYC-LOAN-L967	0x0	-
04.03.2020 09:25:46	hard reset	NYC-GSO-L497	0x0	-
04.03.2020 09:24:07	hard reset	NYC-BAAM-L930	0x0	-
04.03.2020 09:23:58	hard reset	NYC-BAAM-L891	0x0	-
04.03.2020 09:22:16	hard reset	NYC-BXII-L667	0x0	-
04.03.2020 09:17:37	hard reset	NYC-LOAN-L967	0x0	-
04.03.2020 09:13:57	hard reset	NYC-BAAM-L962	0x0	-
04.03.2020 09:12:41	hard reset	NYC-REAL-L626	0x0	-
04.03.2020 09:11:53	hard reset	NYC-LOAN-L967	0x0	-
04.03.2020 09:10:11	hard reset	NYC-BXII-L1084	0x0	-
04.03.2020 09:10:01	hard reset	NYC-FING-L537	0x0	-
04.03.2020 09:09:51	hard reset	NYC-MEET-L378	0x0	-
04.03.2020 09:06:06	hard reset	NYC-PEQG-L681	0x0	-
04.03.2020 09:04:59	hard reset	NYC-FING-L264	0x0	-
04.03.2020 09:03:50	hard reset	NYC-PEQG-L919	0x0	-
04.03.2020 09:01:03	hard reset	NYC-GCS-L090	0x0	-
04.03.2020 08:59:51	hard reset	NYC-TACT-L159	0x0	-
04.03.2020 08:56:20	hard reset	NYC-FING-L537	0x0	-
04.03.2020 08:55:46	hard reset	NYC-FING-L432	0x0	-
04.03.2020 08:53:05	hard reset	NYC-BISG-L048	0x0	-
04.03.2020 08:51:19	hard reset	NYC-PEQG-L693	0x0	-
04.03.2020 08:48:39	hard reset	WAY-HAR-W002	0x0	-
04.03.2020 08:35:50	hard reset	NYC-ERSG-L080	0x0	-
04.03.2020 08:29:18	hard reset	NYC-PEQG-L833	0x0	-
04.03.2020 08:29:14	hard reset	WAY-HAR-W006	0x0	-
04.03.2020 08:26:00	hard reset	NYC-REAL-L849	0x0	-
04.03.2020 08:23:26	hard reset	NYC-BAAM-L949	0x0	-
04.03.2020 08:22:32	hard reset	NYC-FACL-L047	0x0	-
04.03.2020 08:21:25	hard reset	NYC-BAAM-L944	0x0	-
04.03.2020 08:19:20	hard reset	TOK-LOAN-L031	0x0	-
04.03.2020 08:18:22	hard reset	GUR-COE2-DUBLIN	0x0	-
04.03.2020 08:10:45	hard reset	NYC-ERSG-L067	0x0	-
04.03.2020 07:47:59	hard reset	NYC-GSO-L192	0x0	-
04.03.2020 07:32:34	hard reset	NYC-GSO-L534	0x0	-
04.03.2020 07:29:13	hard reset	NYC-GSO-L370	0x0	-
04.03.2020 07:15:47	hard reset	NYC-GCS-L184	0x0	-
04.03.2020 06:12:28	hard reset	LDN-REAL-L566	0x0	-
04.03.2020 06:04:54	hard reset	NYC-GSO-L568	0x0	-
04.03.2020 05:06:10	hard reset	LDN-REAL-L603	0x0	-
04.03.2020 04:51:15	hard reset	LDN-REAL-L624	0x0	-
04.03.2020 04:50:28	hard reset	LDN-REAL-L521	0x0	-
04.03.2020 04:46:33	hard reset	LDN-REAL-L521	0x0	-
04.03.2020 03:04:16	hard reset	GUR-UAT-L078	0x0	-
04.03.2020 03:01:35	hard reset	GUR-BXII-L169	0x0	-
04.03.2020 03:00:34	hard reset	GUR-BXII-L343	0x0	-
04.03.2020 02:42:40	hard reset	GUR-BXII-L234	0x0	-
04.03.2020 02:36:13	hard reset	GUR-BXII-L487	0x0	-
04.03.2020 02:27:39	hard reset	NYC-BAAM-L004	0x0	-
04.03.2020 02:14:28	hard reset	GUR-BXII-L169	0x0	-
04.03.2020 02:02:29	hard reset	NYC-GSO-L369	0x0	-
04.03.2020 02:00:34	hard reset	GUR-REAL-L112	0x0	-
04.03.2020 01:40:33	hard reset	GUR-REAL-L091	0x0	-
04.03.2020 01:40:27	hard reset	SIN-LOAN-L069	0x0	-
04.03.2020 01:24:24	hard reset	HKG-UAT-L001	0x0	-
04.03.2020 01:12:39	hard reset	HKG-HUMN-L035	0x0	-
04.03.2020 01:01:53	hard reset	SIN-UAT-L006	0x0	-
04.03.2020 00:52:02	hard reset	NYC-BISG-L065	0x0	-
04.03.2020 00:31:14	hard reset	NYC-BXII-L452	0x0	-
04.03.2020 00:15:30	hard reset	ZOOM-196ZQ13	0x0	-
04.03.2020 00:13:39	hard reset	GUR-REAL-L089	0x0	-
04.03.2020 00:05:23	hard reset	GUR-FING-L249	0x0	-
